Unnamed: 0,Name,Block,Reactor,Status,Net performance MW,Gross performance MW,Commissioning (planned),Shutdown (planned),Sleepment [11] (TWH),country,lat,lon,decommission_year,commission_year
189,Calder Hall,1,Magnox-Reaktor,Stillgelegt,50.0,60,27.08.1956,31.03.2003,14.04,United Kingdom,51.74194444,0.8975,2003,1956.0
190,Calder Hall,2,Magnox-Reaktor,Stillgelegt,50.0,60,01.02.1957,31.03.2003,14.04,United Kingdom,51.74194444,0.8975,2003,1957.0
191,Calder Hall,3,Magnox-Reaktor,Stillgelegt,50.0,60,01.03.1958,31.03.2003,14.04,United Kingdom,51.74194444,0.8975,2003,1958.0
192,Calder Hall,4,Magnox-Reaktor,Stillgelegt,50.0,60,01.04.1959,31.03.2003,14.04,United Kingdom,51.74194444,0.8975,2003,1959.0
193,Chapelcross,1,Magnox-Reaktor,Stillgelegt,50.0,60,01.02.1959,29.06.2004,14.2,United Kingdom,51.74194444,0.8975,2004,1959.0
194,Chapelcross,2,Magnox-Reaktor,Stillgelegt,50.0,60,01.07.1959,29.06.2004,14.2,United Kingdom,51.74194444,0.8975,2004,1959.0
195,Chapelcross,3,Magnox-Reaktor,Stillgelegt,50.0,60,01.11.1959,29.06.2004,14.2,United Kingdom,51.74194444,0.8975,2004,1959.0
196,Chapelcross,4,Magnox-Reaktor,Stillgelegt,50.0,60,01.01.1960,29.06.2004,14.2,United Kingdom,51.74194444,0.8975,2004,1960.0
197,Dounreay [21],DFR,Schneller Brutreaktor,Stillgelegt,14.0,15,01.10.1962,01.03.1977,0.54,United Kingdom,51.74194444,0.8975,1977,1962.0
198,Dounreay [21],PFR,Schneller Brutreaktor,Stillgelegt,234.0,250,10.01.1975,31.03.1994,7.14,United Kingdom,51.74194444,0.8975,1994,1975.0
199,Dungeness,A1,Magnox-Reaktor,Stillgelegt,225.0,230,21.09.1965,31.12.2006,59.19,United Kingdom,50.91388889,0.963888889,2006,1965.0
200,Dungeness,A2,Magnox-Reaktor,Stillgelegt,225.0,230,01.11.1965,31.12.2006,60.66,United Kingdom,50.91388889,0.963888889,2006,1965.0
201,Dungeness,B1,AGR,Stillgelegt,545.0,615,29.12.1985,08.06.2021,85.41,United Kingdom,50.91388889,0.963888889,2021,1985.0
202,Dungeness,B2,AGR,Stillgelegt,545.0,615,03.04.1983,08.06.2021,89.7,United Kingdom,50.91388889,0.963888889,2021,1983.0
203,Hartlepool,A1,AGR,In Betrieb,595.0,655,01.08.1983,(2024) [54],99.47,United Kingdom,50.91388889,0.963888889,2024,1983.0
204,Hartlepool,A2,AGR,In Betrieb,595.0,655,31.10.1984,(2024) [54],93.91,United Kingdom,50.91388889,0.963888889,2024,1984.0
205,Heysham,A1,AGR,In Betrieb,585.0,625,09.07.1983,(2024) [54],94.02,United Kingdom,50.91388889,0.963888889,2024,1983.0
206,Heysham,A2,AGR,In Betrieb,575.0,625,11.10.1984,(2024) [54],88.74,United Kingdom,50.91388889,0.963888889,2024,1984.0
207,Heysham,B1,AGR,In Betrieb,615.0,680,12.07.1988,(2030) [54],111.34,United Kingdom,50.91388889,0.963888889,2030,1988.0
208,Heysham,B2,AGR,In Betrieb,615.0,680,11.11.1988,(2030) [54],107.58,United Kingdom,50.91388889,0.963888889,2030,1988.0
209,Hinkley Point,A1,Magnox-Reaktor,Stillgelegt,235.0,267,16.02.1965,23.05.2000,46.47,United Kingdom,50.91388889,0.963888889,2000,1965.0
210,Hinkley Point,A2,Magnox-Reaktor,Stillgelegt,235.0,267,19.03.1965,23.05.2000,46.47,United Kingdom,50.91388889,0.963888889,2000,1965.0
211,Hinkley Point,B1,AGR,In Betrieb,430.0,655,30.10.1976,(15.07.2022) [55],132.22,United Kingdom,50.91388889,0.963888889,2022,1976.0
212,Hinkley Point,B2,AGR,In Betrieb,430.0,655,05.02.1976,(15.07.2022) [55],128.31,United Kingdom,50.91388889,0.963888889,2022,1976.0
213,Hinkley Point,C1,EPR   [56],In Bau  seit 2018,1.63,1.72,-,-,-,United Kingdom,50.91388889,0.963888889,2051,
214,Hinkley Point,C2,EPR   [57],In Bau  seit 2019,1.63,1.72,-,-,-,United Kingdom,50.91388889,0.963888889,2051,
215,Hunterston,A1,Magnox-Reaktor,Stillgelegt,150.0,173,05.02.1964,30.03.1990,28.67,United Kingdom,50.91388889,0.963888889,1990,1964.0
216,Hunterston,A2,Magnox-Reaktor,Stillgelegt,150.0,173,01.06.1964,31.12.1989,28.67,United Kingdom,50.91388889,0.963888889,1989,1964.0
217,Hunterston,B1,AGR,Betriebsstillstand (seit 03/2018) [58],420.0,644,06.02.1976,(07.01.2022) [59],132.28,United Kingdom,50.91388889,0.963888889,2022,1976.0
218,Hunterston,B2,AGR,Betriebsstillstand (seit 10/2018),420.0,644,31.03.1977,(07.01.2022) [59],126.2,United Kingdom,50.91388889,0.963888889,2022,1977.0
219,Oldbury,A1,Magnox-Reaktor,Stillgelegt,217.0,230,07.11.1967,29.02.2012,62.26,United Kingdom,50.91388889,0.963888889,2012,1967.0
220,Oldbury,A2,Magnox-Reaktor,Stillgelegt,217.0,230,06.04.1968,30.06.2011,65.63,United Kingdom,50.91388889,0.963888889,2011,1968.0
221,Sizewell,A1,Magnox-Reaktor,Stillgelegt,210.0,245,21.01.1966,31.12.2006,56.78,United Kingdom,52.21666667,1.619444444,2006,1966.0
222,Sizewell,A2,Magnox-Reaktor,Stillgelegt,210.0,245,09.04.1966,31.12.2006,53.34,United Kingdom,52.21666667,1.619444444,2006,1966.0
223,Sizewell,B,Druckwasserreaktor,In Betrieb,1188.0,1.25,14.02.1995,(14.10.2035),155.94,United Kingdom,52.21666667,1.619444444,2035,1995.0
224,Torness,1,AGR,In Betrieb,625.0,682,25.05.1988,(2030) [54],105.05,United Kingdom,52.21666667,1.619444444,2030,1988.0
225,Torness,2,AGR,In Betrieb,625.0,682,03.02.1989,(2030) [54],102.7,United Kingdom,52.21666667,1.619444444,2030,1989.0
226,Trawsfynydd,1,Magnox-Reaktor,Stillgelegt,195.0,235,14.01.1965,06.02.1991,35.23,United Kingdom,52.21666667,1.619444444,1991,1965.0
227,Trawsfynydd,2,Magnox-Reaktor,Stillgelegt,195.0,235,02.02.1965,04.02.1991,35.23,United Kingdom,52.21666667,1.619444444,1991,1965.0
228,Windscale AGR [60] [21],1,AGR,Stillgelegt,0.0,-,-,1957,-,United Kingdom,52.21666667,1.619444444,1957,
229,Windscale AGR [60] [21],2,AGR,Stillgelegt,0.0,-,-,1957,-,United Kingdom,52.21666667,1.619444444,1957,
230,Windscale AGR [60] [21],3,AGR  [61],Stillgelegt,24.0,36,01.02.1963,03.04.1981,3.26,United Kingdom,52.21666667,1.619444444,1981,1963.0
231,Winfrith SGHWR,–,SGHWR,Stillgelegt,92.0,100,01.12.1967,11.09.1990,10.96,United Kingdom,52.21666667,1.619444444,1990,1967.0
232,Wylfa,1,Magnox-Reaktor,Stillgelegt,490.0,540,24.01.1971,30.12.2015,126.59,United Kingdom,52.21666667,1.619444444,2015,1971.0
233,Wylfa,2,Magnox-Reaktor,Stillgelegt,490.0,540,21.07.1971,25.04.2012,109.28,United Kingdom,52.21666667,1.619444444,2012,1971.0
